product_id,product_name,department_id,department,aisle_id,aisle,count
21376,Pretzel Crisps Original Deli Style Pretzel Crackers,19,snacks,107,chips pretzels,471
8571,Baby Cucumbers,4,produce,32,packaged produce,467
35042,Black Beans,15,canned goods,59,canned meals beans,464
33768,Sinfully Sweet Campari Tomatoes,4,produce,83,fresh vegetables,463
10673,Original Nooks & Crannies English Muffins,3,bakery,93,breakfast bakery,461
13829,Mild Salsa,13,pantry,51,preserved dips spreads,461
27336,Organic Rainbow Carrots,4,produce,123,packaged vegetables fruits,459
42356,Strawberry Preserves,13,pantry,88,spreads,457
39993,Vine Ripe Tomatoes,4,produce,83,fresh vegetables,455
43086,Super Greens Salad,4,produce,123,packaged vegetables fruits,452
25588,Seedless Small Watermelon,4,produce,24,fresh fruits,449
13535,Organic Medium Salsa,13,pantry,51,preserved dips spreads,449
17795,Organic Green Leaf Lettuce,4,produce,83,fresh vegetables,447
48775,Organic Red Cabbage,4,produce,83,fresh vegetables,446
11782,Bing Cherries,4,produce,24,fresh fruits,443
47977,Grapefruit Sparkling Water,7,beverages,115,water seltzer sparkling water,442
23288,Distilled Water,7,beverages,115,water seltzer sparkling water,441
14233,Natural Artesian Water,7,beverages,115,water seltzer sparkling water,439
6873,Organic Iceberg Lettuce,4,produce,83,fresh vegetables,439
31915,Organic Red Delicious Apple,4,produce,24,fresh fruits,437
19508,Corn Tortillas,3,bakery,128,tortillas flat bread,437
49520,Orange Sparkling Water,7,beverages,115,water seltzer sparkling water,437
49383,Organic Bunch Beets,4,produce,83,fresh vegetables,435
40709,Sea Salt & Vinegar Potato Chips,19,snacks,107,chips pretzels,434
17706,Organic Whole Grain Wheat English Muffins,3,bakery,93,breakfast bakery,432
8670,Diced Tomatoes,15,canned goods,81,canned jarred vegetables,431
44449,Organic Tomato Sauce,15,canned goods,81,canned jarred vegetables,426
35561,Organic Tortilla Chips,19,snacks,107,chips pretzels,422
36070,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",4,produce,123,packaged vegetables fruits,421
30827,Seedless Cucumbers,4,produce,32,packaged produce,421
15872,Celery Hearts,4,produce,83,fresh vegetables,418
37710,Trail Mix,19,snacks,125,trail mix snack mix,417
5194,Organic Bunny Fruit Snacks Berry Patch,19,snacks,50,fruit vegetable snacks,416
18234,Organic Spinach Bunch,4,produce,83,fresh vegetables,415
40199,Chocolate Chip Cookies,19,snacks,61,cookies cakes,414
3599,Baked Aged White Cheddar Rice and Corn Puffs,19,snacks,23,popcorn jerky,412
2855,Organic Good Seed Bread,3,bakery,112,bread,406
40516,Organic Romaine Hearts,4,produce,123,packaged vegetables fruits,405
12916,Ginger Ale,7,beverages,77,soft drinks,404
13380,Organic Blue Corn Tortilla Chips,19,snacks,107,chips pretzels,402
46720,Organic Free Range Chicken Broth,15,canned goods,69,soup broth bouillon,402
21174,I Heart Baby Kale,4,produce,123,packaged vegetables fruits,399
7559,Cinnamon Rolls with Icing,13,pantry,105,doughs gelatins bake mixes,399
7751,Tomato Ketchup,13,pantry,72,condiments,399
21295,Organic Spaghetti Squash,4,produce,83,fresh vegetables,399
38164,Almonds & Sea Salt in Dark Chocolate,19,snacks,45,candy chocolate,398
25466,Water,7,beverages,115,water seltzer sparkling water,398
23537,Light Brown Sugar,13,pantry,17,baking ingredients,396
4562,English Seedless Cucumber,4,produce,83,fresh vegetables,396
21195,Organic Extra Virgin Olive Oil,13,pantry,19,oils vinegars,395
42625,"Flat Parsley, Bunch",4,produce,16,fresh herbs,393
3464,"Organic Butterhead (Boston, Butter, Bibb) Lettuce",4,produce,83,fresh vegetables,392
5258,Sparkling Water,7,beverages,115,water seltzer sparkling water,391
22395,Tomato Sauce,15,canned goods,81,canned jarred vegetables,388
3376,Organic Whole Kernel Sweet Corn No Salt Added,15,canned goods,81,canned jarred vegetables,387
13740,Organic Summer Strawberry Bunny Fruit Snacks,19,snacks,50,fruit vegetable snacks,386
40723,Organic Cripps Pink Apples,4,produce,24,fresh fruits,386
30720,Sugar Snap Peas,4,produce,83,fresh vegetables,385
19691,Green Seedless Grapes,4,produce,32,packaged produce,385
8048,Packaged Grape Tomatoes,4,produce,32,packaged produce,383
18288,Sea Salt Potato Chips,19,snacks,107,chips pretzels,383
10644,Italian Extra Virgin Olive Oil,13,pantry,19,oils vinegars,382
7503,Whole Almonds,19,snacks,117,nuts seeds dried fruit,379
11408,Crushed Tomatoes,15,canned goods,81,canned jarred vegetables,378
34262,Hint Of Sea Salt Almond Nut Thins,19,snacks,78,crackers,378
44560,Kids Organic Chocolate Chip ZBars,19,snacks,3,energy granola bars,377
35140,Organic Whole Cashews,19,snacks,117,nuts seeds dried fruit,377
17122,Honeycrisp Apples,4,produce,24,fresh fruits,377
29662,Potato Yukon Gold Organic,4,produce,83,fresh vegetables,377
44570,Kale Greens,4,produce,83,fresh vegetables,375
20955,Cereal,14,breakfast,121,cereal,373
13575,Apples,4,produce,24,fresh fruits,370
29307,Baby Arugula,4,produce,123,packaged vegetables fruits,369
14197,Tomato Paste,9,dry goods pasta,9,pasta sauce,369
47141,Cola,7,beverages,77,soft drinks,368
39561,Crackers Cheddar Bunnies Snack Packs,19,snacks,78,crackers,368
5134,Organic Thompson Seedless Raisins,19,snacks,117,nuts seeds dried fruit,368
26800,Organic Baby Kale Mix,4,produce,123,packaged vegetables fruits,366
45200,Organic Cauliflower,4,produce,83,fresh vegetables,365
31066,Aluminum Foil,17,household,85,food storage,363
27325,Alpine Spring Water,7,beverages,115,water seltzer sparkling water,362
3896,Organic Honey Sweet Whole Wheat Bread,3,bakery,112,bread,361
19706,Organic Nectarine,4,produce,24,fresh fruits,360
5769,Organic Chicken Stock,15,canned goods,69,soup broth bouillon,360
38768,Sweet Kale Salad Mix,4,produce,32,packaged produce,360
47759,Mandarin Oranges,4,produce,24,fresh fruits,357
47042,Organic Red On the Vine Tomato,4,produce,83,fresh vegetables,356
15902,100 Calorie  Per Bag Popcorn,19,snacks,23,popcorn jerky,356
28993,Iceberg Lettuce,4,produce,83,fresh vegetables,355
21386,Smartwater,7,beverages,115,water seltzer sparkling water,352
42719,Natural Premium Coconut Water,7,beverages,98,juice nectars,351
21292,Rainbow Bell Peppers,4,produce,32,packaged produce,351
1025,Organic Fresh Basil,4,produce,16,fresh herbs,350
45123,Organic 21 Grain Thin Sliced Bread,3,bakery,112,bread,350
25824,Pita Chips Simply Naked,19,snacks,107,chips pretzels,346
9092,Organic Vegetable Broth,15,canned goods,69,soup broth bouillon,346
49175,Organic Pinto Beans,15,canned goods,59,canned meals beans,343
20738,Plain Bagels,3,bakery,93,breakfast bakery,343
26497,Romaine Lettuce,4,produce,83,fresh vegetables,343
48628,Organic Whole Wheat Bread,3,bakery,112,bread,340
1194,Natural Artisan Water,7,beverages,115,water seltzer sparkling water,339
41065,Organic Yellow Squash,4,produce,83,fresh vegetables,338
13517,Whole Wheat Bread,3,bakery,112,bread,338
46616,Organic Dark Chocolate Peanut Butter Cups,19,snacks,45,candy chocolate,336
42110,Organic Macaroni Shells & Real Aged Cheddar,9,dry goods pasta,4,instant foods,335
18811,Organic Apple Juice,7,beverages,98,juice nectars,335
35535,Organic Red Chard Greens,4,produce,83,fresh vegetables,334
35898,Original Hot Sauce,13,pantry,72,condiments,333
22849,Bunny-Luv Fresh Organic Carrots,4,produce,123,packaged vegetables fruits,332
32177,Blood Oranges,4,produce,24,fresh fruits,331
36724,Organic Sea Salt Roasted Seaweed Snacks,6,international,66,asian foods,331
14161,Kiwi,4,produce,24,fresh fruits,329
47630,Medium Navel Orange,4,produce,24,fresh fruits,328
1999,Organic Chicken Broth,15,canned goods,69,soup broth bouillon,326
37220,Organic Strawberry Fruit Spread,13,pantry,88,spreads,326
5373,Organic No Salt Added Diced Tomatoes,15,canned goods,81,canned jarred vegetables,324
5322,Gluten Free Dark Chocolate Chunk Chewy with a Crunch Granola Bars,19,snacks,3,energy granola bars,323
11140,Organic Romaine Leaf,4,produce,123,packaged vegetables fruits,321
24841,Aged White Cheddar Baked Rice & Corn Puffs Gluten Free Lunch Packs,19,snacks,107,chips pretzels,321
44628,Organic Dijon Mustard,13,pantry,72,condiments,321
21872,Organic Italian Salad,4,produce,123,packaged vegetables fruits,320
18479,Organic Low Sodium Vegetable Broth,15,canned goods,69,soup broth bouillon,320
5161,Dried Mango,10,bulk,18,bulk dried fruits vegetables,319
38273,Marinara Pasta Sauce,9,dry goods pasta,9,pasta sauce,319
4086,Mint,4,produce,16,fresh herbs,318
28601,Collard Greens,4,produce,83,fresh vegetables,318
20734,Organic Medjool Dates,19,snacks,117,nuts seeds dried fruit,318
22474,Cheddar Bunnies Snack Crackers,19,snacks,78,crackers,317
14462,Sliced Black Olives,13,pantry,110,pickled goods olives,317
39947,Blackberry Cucumber Sparkling Water,7,beverages,115,water seltzer sparkling water,316
16696,Coke Classic,7,beverages,77,soft drinks,315
7500,Organic Vanilla Extract,13,pantry,17,baking ingredients,314
41658,Authentic French Brioche Hamburger Buns,3,bakery,43,buns rolls,311
27796,Real Mayonnaise,13,pantry,72,condiments,311
15424,Purified Water,7,beverages,115,water seltzer sparkling water,311
39108,Pulp Free Orange Juice,7,beverages,31,refrigerated,310
49191,Cran Raspberry Sparkling Water,7,beverages,115,water seltzer sparkling water,308
21543,Organic Quick Oats,14,breakfast,130,hot cereal pancake mixes,308
31651,Extra Fancy Unsalted Mixed Nuts,19,snacks,117,nuts seeds dried fruit,308
7969,Lime,4,produce,24,fresh fruits,306
1244,Organic Orange Bell Pepper,4,produce,83,fresh vegetables,305
33055,Organic Golden Delicious Apple,4,produce,24,fresh fruits,305
40063,Gluten Free Chocolate Chip Cookies,19,snacks,61,cookies cakes,304
30406,Butternut Squash,4,produce,83,fresh vegetables,302
12845,Chopped Walnuts,19,snacks,117,nuts seeds dried fruit,302
13733,Red Potatoes,4,produce,83,fresh vegetables,301
16521,Walnut Halves & Pieces,19,snacks,117,nuts seeds dried fruit,301
10305,Black Plum,4,produce,24,fresh fruits,299
26348,Mixed Fruit Fruit Snacks,19,snacks,50,fruit vegetable snacks,299
32303,Red Seedless Grapes,4,produce,24,fresh fruits,298
15261,Organic Rosemary,4,produce,16,fresh herbs,297
4656,Raspberry Preserves,13,pantry,88,spreads,296
44661,Bicolor Sweet Corn,4,produce,83,fresh vegetables,295
48697,Canola Oil,13,pantry,19,oils vinegars,294
18656,Organic Red Potato,4,produce,83,fresh vegetables,293
6740,Organic Braeburn Apple,4,produce,24,fresh fruits,291
6631,No Pulp Calcium & Vitamin D Pure Orange Juice,7,beverages,31,refrigerated,290
2450,Taco Seasoning,6,international,30,latino foods,289
9755,Original Popcorn,19,snacks,23,popcorn jerky,289
42557,Crunchy Almond Butter,13,pantry,88,spreads,289
48559,Synergy Organic Kombucha Gingerberry,7,beverages,31,refrigerated,288
10385,Organic English Cucumber,4,produce,83,fresh vegetables,286
46069,Supergreens!,4,produce,123,packaged vegetables fruits,286
39558,Gold Potato,4,produce,83,fresh vegetables,284
49533,Cane Sugar,13,pantry,17,baking ingredients,283
19173,Orange Calcium & Vitamin D Pulp Free,7,beverages,98,juice nectars,283
12409,Organic Distilled White Vinegar,13,pantry,19,oils vinegars,282
17284,Organic Sugar Snap Peas,4,produce,83,fresh vegetables,280
36316,Lemon Sparkling Water,7,beverages,115,water seltzer sparkling water,280
11576,Corn Chips,19,snacks,107,chips pretzels,279
7628,"Dressing, Jersey Sweet Onion, Calorie Free",4,produce,83,fresh vegetables,279
40377,Unrefined Virgin Coconut Oil,13,pantry,19,oils vinegars,279
30639,Organic Orange Juice,7,beverages,98,juice nectars,279
25513,Boomchickapop Sea Salt Popcorn,19,snacks,23,popcorn jerky,276
2091,Almond Nut & Rice Cracker Snacks,19,snacks,78,crackers,275
13838,Natural Free & Clear Dish Liquid,17,household,74,dish detergents,275
12872,Penne Rigate,9,dry goods pasta,131,dry pasta,272
46149,Zero Calorie Cola,7,beverages,77,soft drinks,272
14651,Tommy/Kent/Keitt/Haden Mango,4,produce,24,fresh fruits,271
12980,Large Greenhouse Tomato,4,produce,83,fresh vegetables,271
41400,Crunchy Oats 'n Honey Granola Bars,19,snacks,3,energy granola bars,270
16616,Organic Sliced White Mushrooms,4,produce,123,packaged vegetables fruits,270
4461,Organic Raw Unfiltered Apple Cider Vinegar,13,pantry,19,oils vinegars,269
31433,Organic Cinnamon Crunch Cereal,14,breakfast,121,cereal,269
15392,Organic Mayonnaise,13,pantry,72,condiments,268
45948,Gluten Free 7 Grain Bread,3,bakery,112,bread,267
26317,Organic Lemonade,7,beverages,98,juice nectars,267
35004,Macaroni Shells & White Cheddar Cheese,9,dry goods pasta,4,instant foods,266
27690,Apple Cinnamon GoGo Squeez,19,snacks,50,fruit vegetable snacks,265
33043,Crescent Rolls,13,pantry,105,doughs gelatins bake mixes,264
13292,"Juice Beverage, Cold Pressed, Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon",7,beverages,31,refrigerated,264
36082,Organic Mango,4,produce,24,fresh fruits,264
1529,"Parsley, Italian (Flat), New England Grown",4,produce,16,fresh herbs,262
43875,Baby Food Stage 2 Blueberry Pear & Purple Carrot,18,babies,92,baby food formula,262
2846,Organic Green Onions,4,produce,83,fresh vegetables,262
24221,Organic Red Grapes,4,produce,24,fresh fruits,262
8555,Sweet Potato Tortilla Chips,19,snacks,107,chips pretzels,261
15649,Baby Seedless Cucumbers,4,produce,83,fresh vegetables,260
11759,Organic Simply Naked Pita Chips,19,snacks,107,chips pretzels,259
14715,Coconut Water,7,beverages,98,juice nectars,259
22504,Organic Mountain Forest Amber Honey,13,pantry,29,honeys syrups nectars,259
14852,All Natural Marinara Sauce,9,dry goods pasta,9,pasta sauce,259
38200,Apple Juice,7,beverages,31,refrigerated,258
38996,Grape Tomatoes,4,produce,83,fresh vegetables,258
18963,Apple Cider Vinegar,13,pantry,19,oils vinegars,258
46692,Multigrain Tortilla Chips,19,snacks,107,chips pretzels,257
34134,Spinach Peas & Pear Stage 2 Baby Food,18,babies,92,baby food formula,257
1700,White Cheddar Popcorn,19,snacks,23,popcorn jerky,257
3142,Organic Short Grain Brown Rice,9,dry goods pasta,63,grains rice dried goods,257
38890,No Pulp Calcium & Vitamin D Pure Premium 100% Pure Orange Juice,7,beverages,98,juice nectars,256
29941,Red Plums,4,produce,24,fresh fruits,256
22142,100% Pure Pumpkin,13,pantry,17,baking ingredients,256
35163,Red Leaf Lettuce,4,produce,83,fresh vegetables,256
46842,Plain Pre-Sliced Bagels,3,bakery,93,breakfast bakery,256
25718,Cold Brew Coffee,7,beverages,26,coffee,255
24810,Organic Lightly Salted Brown Rice Cakes,19,snacks,78,crackers,255
47788,Honeydew Melon,4,produce,24,fresh fruits,254
23516,Organic Unbleached All-Purpose Flour,13,pantry,17,baking ingredients,254
1408,Mini Cucumbers,4,produce,123,packaged vegetables fruits,252
14129,Organic Chicken Bone Broth,15,canned goods,69,soup broth bouillon,252
32465,Sliced White Mushrooms,4,produce,123,packaged vegetables fruits,251
42460,Plain Mini Bagels,3,bakery,93,breakfast bakery,251
5240,Spaghetti  No 12,9,dry goods pasta,131,dry pasta,251
30305,Fancy Eggplant,4,produce,83,fresh vegetables,250
43129,Panko Bread Crumbs,13,pantry,5,marinades meat preparation,250
28278,Organic Penne Rigate,9,dry goods pasta,131,dry pasta,250
16145,Organic Cannellini Beans,15,canned goods,59,canned meals beans,250
40268,Organic Wheat-Free & Gluten-Free Original Crackers,19,snacks,78,crackers,249
25640,White Peach,4,produce,24,fresh fruits,249
5652,Organic Red Potatoes,4,produce,83,fresh vegetables,248
17224,Oats & Honey Gluten Free Granola,19,snacks,3,energy granola bars,248
12576,Kiwi Sandia Sparkling Water,7,beverages,115,water seltzer sparkling water,247
7644,Scoops! Tortilla Chips,19,snacks,107,chips pretzels,246
24009,Organic Long Grain White Rice,9,dry goods pasta,63,grains rice dried goods,246
39040,Organic Sliced Crimini Mushrooms,4,produce,123,packaged vegetables fruits,246
30353,Curate Cherry Lime Sparkling Water,7,beverages,115,water seltzer sparkling water,245
12614,Yellow Grape Tomatoes,4,produce,83,fresh vegetables,244
16262,Everything Bagels,3,bakery,93,breakfast bakery,244
17341,Presliced Everything Bagels,3,bakery,93,breakfast bakery,242
10504,Yukon Gold Potatoes 5lb Bag,4,produce,83,fresh vegetables,242
40910,Root Beer,7,beverages,77,soft drinks,242
2120,Sauvignon Blanc,5,alcohol,62,white wines,242
27243,Premium Pure Cane Granulated Sugar,13,pantry,17,baking ingredients,241
14633,Veggie Chips,19,snacks,107,chips pretzels,241
17835,Thin & Light Tortilla Chips,19,snacks,107,chips pretzels,240
38650,Organic Red Lentils,9,dry goods pasta,63,grains rice dried goods,240
